C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\4a48c42c9579ec0399e6c5a3e825e765.jpg,701,797,211,262,GARBAGE
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\4a48c42c9579ec0399e6c5a3e825e765.jpg,786,932,238,329,GARBAGE
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\4a48c42c9579ec0399e6c5a3e825e765.jpg,657,736,229,275,GARBAGE
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\ea906a663da6321bcef78be4b7d1afff.jpg,786,986,0,136,BAD_BILLBOARD
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\1c7d48005a12d1b19261b8e71df7cafe.jpg,549,667,179,228,SAND_ON_ROAD
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\1c7d48005a12d1b19261b8e71df7cafe.jpg,628,799,176,238,SAND_ON_ROAD
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\8ca1b825716ea6755180fde347ac79c1.jpg,434,532,147,196,SAND_ON_ROAD
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\8ca1b825716ea6755180fde347ac79c1.jpg,471,549,131,177,GRAFFITI
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\8ca1b825716ea6755180fde347ac79c1.jpg,565,667,123,182,GRAFFITI
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\e1f3026bc4b1689d81f03e92e9043c2b.jpg,640,841,284,408,POTHOLES
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\c12b006174423ceb3e2e3563a8ca7751.jpg,468,598,487,557,GARBAGE
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\7fb40d10dde6d5643aa8e197b6b46c2e.jpg,691,851,157,224,GARBAGE
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\7fb40d10dde6d5643aa8e197b6b46c2e.jpg,616,665,163,220,GARBAGE
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\f05cd6411a3509a5ddc9d9a52536df01.jpg,814,924,180,266,GARBAGE
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\f05cd6411a3509a5ddc9d9a52536df01.jpg,198,367,240,299,POTHOLES
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\b08b7961553eac0b24c7e871836fad9c.jpg,72,250,248,338,GARBAGE
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\b08b7961553eac0b24c7e871836fad9c.jpg,-21,105,256,336,GARBAGE
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\b08b7961553eac0b24c7e871836fad9c.jpg,186,320,255,338,GARBAGE
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\b08b7961553eac0b24c7e871836fad9c.jpg,324,441,260,337,GARBAGE
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\b08b7961553eac0b24c7e871836fad9c.jpg,400,515,265,330,GARBAGE
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\b08b7961553eac0b24c7e871836fad9c.jpg,614,699,269,332,GARBAGE
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\467758955ec29fa2475ef6887c29b751.jpg,111,495,202,312,CLUTTER_SIDEWALK
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\467758955ec29fa2475ef6887c29b751.jpg,386,943,199,335,CLUTTER_SIDEWALK
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\9d100eb428edef6626df335ebf4a9def.jpg,723,938,34,168,BAD_BILLBOARD
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\6d75b772e8a8857fc8b1151c3cbe2f99.jpg,0,465,312,398,CLUTTER_SIDEWALK
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\6d75b772e8a8857fc8b1151c3cbe2f99.jpg,306,669,310,369,CLUTTER_SIDEWALK
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\6d75b772e8a8857fc8b1151c3cbe2f99.jpg,544,980,294,390,CLUTTER_SIDEWALK
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\8b4f8d79a3cc1144cab8f88a478e171b.jpg,467,696,215,326,GARBAGE
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\8b4f8d79a3cc1144cab8f88a478e171b.jpg,412,521,368,441,GARBAGE
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\cbc51ac48e7d68a22d17837af794cffa.jpg,-40,537,162,452,CONSTRUCTION_ROAD
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\cbc51ac48e7d68a22d17837af794cffa.jpg,282,1060,187,437,CONSTRUCTION_ROAD
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\ee3c87485169dbd1a19e5911e67390f6.jpg,479,568,166,224,SAND_ON_ROAD
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\ee3c87485169dbd1a19e5911e67390f6.jpg,575,684,220,293,GARBAGE
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\ee3c87485169dbd1a19e5911e67390f6.jpg,34,95,191,229,GARBAGE
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\f6e45cdb24e1bfc3214308ff1ddd2de2.jpg,412,645,323,589,POTHOLES
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\f6e45cdb24e1bfc3214308ff1ddd2de2.jpg,583,782,338,569,POTHOLES
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\beb51ff57e6429ea85c715e5b381deeb.jpg,768,996,32,190,GRAFFITI
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\beb51ff57e6429ea85c715e5b381deeb.jpg,306,396,310,376,GARBAGE
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\9ec0107501b37091e28853fafd3bec87.jpg,566,683,209,289,BROKEN_SIGNAGE
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\3fe43374bd1816998ad96704da640c60.jpg,379,898,312,526,POTHOLES
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\3fe43374bd1816998ad96704da640c60.jpg,-53,231,382,575,POTHOLES
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\3fe43374bd1816998ad96704da640c60.jpg,155,322,450,540,POTHOLES
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\bc2e9e57a48ebccec901fb8a3822a1eb.jpg,595,1027,122,351,CONSTRUCTION_ROAD
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\bc2e9e57a48ebccec901fb8a3822a1eb.jpg,-40,143,103,307,CONSTRUCTION_ROAD
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\bc2e9e57a48ebccec901fb8a3822a1eb.jpg,615,722,137,181,BAD_BILLBOARD
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\bc2e9e57a48ebccec901fb8a3822a1eb.jpg,543,672,134,188,BAD_BILLBOARD
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\df61a2072657c6babd6d3f68cffbdf2e.jpg,813,900,193,260,GARBAGE
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\df61a2072657c6babd6d3f68cffbdf2e.jpg,825,965,164,242,GRAFFITI
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\df61a2072657c6babd6d3f68cffbdf2e.jpg,755,834,211,269,GARBAGE
C:\Users\andre\Desktop\computer_programming\datascience\projects\smartathon\dataset\images\f0e0bd29cb5c035d5bd0dad5d1dc6f49.jpg,467,519,165,224,GARBAGE
